sentence,pattern,cmi,num_switches,language_tags
"Aaj April 1 tarikh hai, kal deadline hai",numerical_entity,0.250,2,HI EN EN HI HI HI HI HI
main pehle reset karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Make sure you share the team standup kal,english_matrix_hindi_np,0.125,1,EN EN EN EN EN EN EN HI
"Sach keh raha hoon, this party best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
main feedback pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
"sun na , the code review is important",tag_switching,0.250,1,HI HI EN EN EN EN EN EN
Next Friday ko interview hai,numerical_entity,0.400,3,EN EN HI EN HI
yeh sunke bura laga . I didn't expect the idea itna achha hoga,emotional_expression,0.462,2,HI HI HI HI EN EN EN EN EN EN HI HI HI
Yeh workout ekdum tough tha,everyday_conversation,0.400,4,HI EN HI EN HI
"Sach keh raha hoon, this lunch best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
Tera caption itna viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
"yaar , this bug needs to be delegate kal",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
Is database mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
"Yaar, this restaurant ka khana ekdum good hai",everyday_conversation,0.375,4,HI EN EN HI HI HI EN HI
Is podcast ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
"Sach keh raha hoon, this gym best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
mera dost order dekh ke bilkul khush ho gaya,emotional_expression,0.111,2,HI HI EN HI HI HI HI HI HI
"dekho , let's just approve it pehle",tag_switching,0.286,2,HI EN EN EN EN EN HI
"Sach keh raha hoon, this diet best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
"bata na , this story needs to be share aaj",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
main one-on-one pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
Aaj ka client call cancel ho gaya,hindi_matrix_english_np,0.286,2,HI HI EN EN HI HI HI
"Sach mein, this lunch ne mujhe zyada khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
pagal ho jaaunga . I didn't expect the subscription itna achha hoga,emotional_expression,0.500,2,HI HI HI EN EN EN EN EN EN HI HI HI
"Sach mein, this routine ne mujhe bahut zyada khush kar diya",emotional_expression,0.182,2,HI HI EN EN HI HI HI HI HI HI HI
thak gaya hoon . I didn't expect the song itna achha hoga,emotional_expression,0.500,2,HI HI HI EN EN EN EN EN EN HI HI HI
Yeh kaam ho gaya. Now let's focus on the class,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
Naya podcast aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
I have a proposal parso . hum ready hoon,inter_sentential,0.333,5,EN EN EN EN HI EN HI EN HI
Kal ka code review parso hai,hindi_matrix_english_np,0.333,2,HI HI EN EN HI HI
"Yaar, this restaurant ka khana thodi si good hai",everyday_conversation,0.333,4,HI EN EN HI HI HI HI EN HI
main yeh unfollow karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
The status update got reschedule subah subah,english_matrix_hindi_np,0.286,1,EN EN EN EN EN HI HI
Isko share karna hai abhi,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
crop karna padega usse,intraword,0.250,1,EN HI HI HI
Yeh vibe ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
meri friend campus mein bahut achha hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
yeh Slack wala sprint abhi tha,numerical_entity,0.333,4,HI EN HI EN HI HI
We need to discuss this kal,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Could you please prioritize the deadline baad mein tak chahiye,english_matrix_hindi_np,0.400,1,EN EN EN EN EN EN HI HI HI HI
yeh WhatsApp wala code review kal tha,numerical_entity,0.429,4,HI EN HI EN EN HI HI
Could you please postpone the review parso tak chahiye,english_matrix_hindi_np,0.333,1,EN EN EN EN EN EN HI HI HI
main yeh follow karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Jaldi se prioritize kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"acha , this detox needs to be manage kal",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
Yeh install karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"theek hai , let's just finalize it abhi",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
The email got cancelled. main khush hoon,inter_sentential,0.429,1,EN EN EN EN HI HI HI
Kal party mein zyada fun tha,everyday_conversation,0.333,4,HI EN HI HI EN HI
"sun na , let's just charge it parso",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
This routine is urgent . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
The script is not working. Kya karein ab,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
"Pehle discuss karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
LinkedIn pe 1 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
April 1 din bacha hai deadline tak,numerical_entity,0.286,1,EN EN HI HI HI HI HI
I finished the timeline . thodi si acha laga,inter_sentential,0.444,1,EN EN EN EN EN HI HI HI HI
"The status update is due parso , please check",english_matrix_hindi_np,0.111,2,EN EN EN EN EN HI EN EN EN
Mera trailer khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"Sach keh raha hoon, this trip best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
main pull request baad mein tak bhej dunga,hindi_matrix_english_np,0.250,2,HI EN EN HI HI HI HI HI
"meri behen password bhool gaya, ab kya karoon",everyday_conversation,0.125,2,HI HI EN HI HI HI HI HI
meri behen gym jaana thoda mushkil ho gaya hai,everyday_conversation,0.111,2,HI HI EN HI HI HI HI HI HI
Could you please reset the roadmap baad mein tak chahiye,english_matrix_hindi_np,0.400,1,EN EN EN EN EN EN HI HI HI HI
This delivery is serious . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Ab main use forward kar lunga,intraword,0.167,2,HI HI HI EN HI HI
"main return karna hai yeh, size sahi nahi hai",everyday_conversation,0.222,4,HI EN HI HI HI EN HI HI HI
main meeting pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
"toh , I can't believe this break itna lamba tha",emotional_expression,0.400,2,HI EN EN EN EN EN EN HI HI HI
"Aaj 15th tarikh hai, kal deadline hai",numerical_entity,0.143,2,HI EN HI HI HI HI HI
We need to approve this kal,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Tera story bahut viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
The deployment is not working. Kya karein ab,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
"main share karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Yeh download karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"Sach mein, this break ne mujhe zyada khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
We need to post this baad mein,english_matrix_hindi_np,0.286,1,EN EN EN EN EN HI HI
"Usne watch kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Make sure you call the follow-up aaj,english_matrix_hindi_np,0.143,1,EN EN EN EN EN EN HI
Jaldi se confirm kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
mera bhai coffee dekh ke ekdum khush ho gaya,emotional_expression,0.111,2,HI HI EN HI HI HI HI HI HI
"The roadmap is due kal , please check",english_matrix_hindi_np,0.125,2,EN EN EN EN HI EN EN EN
Is this Sunday ko chhutti hai kya,numerical_entity,0.286,2,HI EN EN HI HI HI HI
"Sach mein, this password ne mujhe thodi si khush kar diya",emotional_expression,0.182,2,HI HI EN EN HI HI HI HI HI HI HI
main yeh comment karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
hum yeh sunke thodi si shocked ho gaya,emotional_expression,0.125,2,HI HI HI HI HI EN HI HI
Can you reschedule this kal ?,english_matrix_hindi_np,0.167,2,EN EN EN EN HI EN
Yeh charge karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
client call Wednesday ko 9:30 AM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Kal ka timeline abhi hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
"matlab , I think the code review is boring",tag_switching,0.111,1,HI EN EN EN EN EN EN EN EN
Tune mujhe share kiya kya,intraword,0.200,2,HI HI EN HI HI
Instagram pe 4:30 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
Kya tum review kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Aaj raat detox ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
this Sunday ko 5 PM tak submit karna hai,numerical_entity,0.444,3,EN EN HI EN EN HI HI HI HI
meri behen doctor se milna hai thodi der mein,everyday_conversation,0.111,2,HI HI EN HI HI HI HI HI HI
hum vibe dekh ke bahut zyada khush ho gaya,hindi_matrix_english_np,0.111,2,HI EN HI HI HI HI HI HI HI
Kal party mein thodi si fun tha,everyday_conversation,0.286,4,HI EN HI HI HI EN HI
Let's discuss this baad mein after the pull request,english_matrix_hindi_np,0.222,2,EN EN EN HI HI EN EN EN EN
Aaj raat cheat day ka plan kya hai,hindi_matrix_english_np,0.250,2,HI HI EN EN HI HI HI HI
Bahut thak gaya hoon. This gym is not helping,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
"Usne save kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"hum online order kiya tha, delivery baad mein aani chahiye",everyday_conversation,0.200,4,HI EN HI HI HI EN HI HI HI HI
15th din bacha hai deadline tak,numerical_entity,0.167,1,EN HI HI HI HI HI
"suno , the presentation is valid",tag_switching,0.167,1,HI EN EN EN EN EN
The timeline got cancelled. main khush hoon,inter_sentential,0.429,1,EN EN EN EN HI HI HI
Uski post crop kar liya,intraword,0.200,2,HI HI EN HI HI
Next Monday morning ko interview hai,numerical_entity,0.333,3,EN EN EN HI EN HI
Kal ka proposal kal hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
Isko unfollow karna hai subah subah,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
main use repost kar dunga,intraword,0.200,2,HI HI EN HI HI
Kal meeting hai. Make sure you reschedule the chat,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
"sach mein , let's just postpone it parso",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
Is snack ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
"dekho , the ticket is interesting",tag_switching,0.167,1,HI EN EN EN EN EN
Can you post this pehle ?,english_matrix_hindi_np,0.167,2,EN EN EN EN HI EN
"bata na , main yeh salad finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
Please yeh like mat karo pehle,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Kal meeting hai. Make sure you approve the class,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
Mera laptop slow ho gaya hai,everyday_conversation,0.333,2,HI EN EN HI HI HI
"Yaar, this restaurant ka khana bahut zyada good hai",everyday_conversation,0.333,4,HI EN EN HI HI HI HI EN HI
"bata na , I think the feedback is interesting",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
"arre , I think the presentation is terrible",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"Honestly, main yeh phone se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"tum return karna hai yeh, size sahi nahi hai",everyday_conversation,0.222,4,HI EN HI HI HI EN HI HI HI
Is this Sunday ko chhutti hai kya,numerical_entity,0.286,2,HI EN EN HI HI HI HI
Aaj ka presentation cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
"Sach mein, this phone ne mujhe thodi si khush kar diya",emotional_expression,0.182,2,HI HI EN EN HI HI HI HI HI HI HI
"Pehle cancel karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"ek kaam karo , main yeh vlog finish kar dunga",tag_switching,0.400,2,HI HI HI EN EN EN EN HI HI HI
Make sure you share the report aaj,english_matrix_hindi_np,0.143,1,EN EN EN EN EN EN HI
"toh , this semester needs to be submit aaj",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
"haan , the lunch is complicated",tag_switching,0.167,1,HI EN EN EN EN EN
"Usne unfollow kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"main password bhool gaya, ab kya karoon",everyday_conversation,0.143,2,HI EN HI HI HI HI HI
Tune use react kiya kya,intraword,0.200,2,HI HI EN HI HI
Kya tum check kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"aap return karna hai yeh, size sahi nahi hai",everyday_conversation,0.222,4,HI EN HI HI HI EN HI HI HI
Aaj ka Jira wala feedback abhi shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
Yeh routine bahut important lag raha hai,hindi_matrix_english_np,0.286,4,HI EN HI EN HI HI HI
main WhatsApp pe 11 AM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
Kal ka one-on-one abhi hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
Let's discuss this raat ko after the follow-up,english_matrix_hindi_np,0.250,2,EN EN EN HI HI EN EN EN
"Aaj internet thodi si slow hai, kaam nahi ho raha",everyday_conversation,0.200,4,HI EN HI HI EN HI HI HI HI HI
main deadline pehle tak bhej dunga,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"sun na , can you postpone this parso ?",tag_switching,0.333,3,HI HI EN EN EN EN EN HI EN
Maine use block kar diya,intraword,0.200,2,HI HI EN HI HI
The code review got cancelled. hum khush hoon,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
mera bhai yeh sunke bilkul shocked ho gaya,emotional_expression,0.125,2,HI HI HI HI HI EN HI HI
main khud review kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Isko charge karna hai is hafte,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
hum yeh sunke thodi si shocked ho gaya,emotional_expression,0.125,2,HI HI HI HI HI EN HI HI
sprint Wednesday ko 12 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
Kal 3 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
"Main diet pe hoon, isliye dessert nahi lunga",everyday_conversation,0.250,4,HI EN HI HI HI EN HI HI
15th din bacha hai deadline tak,numerical_entity,0.167,1,EN HI HI HI HI HI
aap gym jaana kaafi mushkil ho gaya hai,everyday_conversation,0.125,2,HI EN HI HI HI HI HI HI
"ek kaam karo , the Netflix is interesting",tag_switching,0.375,1,HI HI HI EN EN EN EN EN
"The presentation is due parso , please check",english_matrix_hindi_np,0.125,2,EN EN EN EN HI EN EN EN
WhatsApp pe 2:30 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
"haan , can you stream this aaj ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
Yeh unfollow karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
feedback this Sunday ko March 15 ko reschedule ho gaya,numerical_entity,0.500,3,EN EN EN HI EN EN HI HI HI HI
1st tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
aap yeh sunke kaafi shocked ho gaya,emotional_expression,0.143,2,HI HI HI HI EN HI HI
tum yeh sunke bahut shocked ho gaya,emotional_expression,0.143,2,HI HI HI HI EN HI HI
mujhe bohot achha laga after the party,emotional_expression,0.429,1,HI HI HI HI EN EN EN
Mera campus parso hai,hindi_matrix_english_np,0.250,2,HI EN HI HI
Aaj ka Zoom wala roadmap parso shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
Kal meeting hai. Make sure you stream the meme,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
Is script mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
tum yeh sunke kaafi shocked ho gaya,emotional_expression,0.143,2,HI HI HI HI EN HI HI
Let's discuss this abhi after the meeting,english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
Friday ko 11 AM se 10:30 AM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
code review next Friday ko end of month ko reschedule ho gaya,numerical_entity,0.417,3,EN EN EN EN HI EN EN EN HI HI HI HI
Is presentation ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
"Honestly, main yeh lunch se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"hum zoom call pe tha, connection baar baar jaata tha",everyday_conversation,0.300,4,HI EN EN HI HI EN HI HI HI HI
hum selfie dekh ke kaafi khush ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Mera reel khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Could you please comment the code review aaj tak chahiye,english_matrix_hindi_np,0.300,1,EN EN EN EN EN EN EN HI HI HI
Yeh upload karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Yeh vlog kaafi good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
main timeline abhi tak bhej dunga,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
yeh Google Meet wala budget abhi tha,numerical_entity,0.429,4,HI EN EN HI EN HI HI
"toh , main yeh selfie finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Yeh kaam ho gaya. Now let's focus on the laptop,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
I have a presentation baad mein . hum ready hoon,inter_sentential,0.400,5,EN EN EN EN HI HI EN HI EN HI
main khush hoon . The song was really terrible,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
Itna stress hai is hafte se,emotional_expression,0.167,2,HI EN HI HI HI HI
main khud download kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
main Google Drive pe 5 PM available hoon,numerical_entity,0.500,4,HI EN EN HI EN EN HI HI
main pehle order karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
The team standup got finalize agli baar,english_matrix_hindi_np,0.286,1,EN EN EN EN EN HI HI
The project got cancelled. main khush hoon,inter_sentential,0.429,1,EN EN EN EN HI HI HI
"Sach mein, this decision ne mujhe thoda khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
main yeh delegate karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"main like karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Kal 4:30 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
I have a ticket kal . hum ready hoon,inter_sentential,0.333,5,EN EN EN EN HI EN HI EN HI
"Sach mein, this party ne mujhe kaafi khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
maza aa gaya . I didn't expect the password itna achha hoga,emotional_expression,0.500,2,HI HI HI EN EN EN EN EN EN HI HI HI
Mera app khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"Pehle review karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"mera bhai password bhool gaya, ab kya karoon",everyday_conversation,0.125,2,HI HI EN HI HI HI HI HI
